name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Kenny Tete,Fulham,50,DEF,0,1,5,3,0,27,0,0,0,0,3,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Tyler Roberts,Leeds,49,MID,1,2,4,3,0,19,0,0,0,0,0,50,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
André Filipe Tavares Gomes,Everton,48,MID,0,1,5,3,0,22,0,0,0,0,0,55,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Alexis Mac Allister,Brighton,48,MID,1,1,5,1,0,14,0,0,0,0,3,55,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
John Lundstram,Sheffield Utd,48,MID,0,2,3,8,1,41,0,1,0,0,2,55,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Martin Dubravka,Newcastle,48,GK,0,0,3,0,0,19,0,0,0,45,6,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Takumi Minamino,Southampton,48,MID,3,0,2,1,0,18,0,0,0,0,2,65,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Matt Doherty,Spurs,47,DEF,0,2,4,2,1,15,0,0,0,0,4,60,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Olivier Giroud,Chelsea,47,FWD,4,0,4,1,0,5,0,0,0,0,6,70,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
Tom Davies,Everton,47,MID,0,1,5,3,0,23,0,0,0,0,1,55,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Allan Marques Loureiro,Everton,47,MID,0,0,7,6,0,30,0,0,0,0,0,55,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Ciaran Clark,Newcastle,46,DEF,1,0,3,3,0,35,1,0,0,0,2,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Oliver Burke,Sheffield Utd,46,MID,1,2,1,2,0,21,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Moussa Djenepo,Southampton,46,MID,1,2,3,5,0,27,0,0,0,0,0,55,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
James McArthur,Crystal Palace,45,MID,0,2,4,3,0,26,0,0,0,0,3,55,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Emil Krafth,Newcastle,45,DEF,1,1,5,4,0,27,0,0,0,0,0,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
James Milner,Liverpool,44,MID,0,2,4,3,0,10,0,0,0,0,2,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Ethan Ampadu,Sheffield Utd,44,DEF,0,0,2,3,0,41,1,0,0,0,4,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Oliver McBurnie,Sheffield Utd,44,FWD,1,2,0,2,0,27,0,0,0,0,2,60,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Jamaal Lascelles,Newcastle,44,DEF,2,0,2,4,0,32,0,0,0,0,3,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Jamal Lewis,Newcastle,44,DEF,0,1,3,4,0,37,0,0,0,0,3,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Moussa Sissoko,Spurs,44,MID,0,0,5,3,0,22,0,0,0,0,2,50,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Davinson Sánchez,Spurs,43,DEF,0,0,4,1,0,22,1,0,0,0,3,55,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Raúl Jiménez,Wolves,43,FWD,4,1,4,0,0,10,1,0,0,0,7,85,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Issa Diop,West Ham,42,DEF,2,0,2,3,0,22,1,0,0,0,1,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Arthur Masuaku,West Ham,42,DEF,0,2,4,2,0,15,0,0,0,0,4,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Joel Matip,Liverpool,42,DEF,1,2,3,2,0,5,0,0,0,0,5,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Sébastien Haller,West Ham,41,FWD,3,0,3,0,0,12,0,0,0,0,4,65,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Nampalys Mendy,Leicester,41,MID,0,1,4,5,0,25,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Dara O'Shea,West Brom,41,DEF,0,0,3,3,0,51,0,0,0,0,1,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Sean Longstaff,Newcastle,41,MID,0,1,2,2,0,26,0,0,0,0,1,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Michy Batshuayi,Crystal Palace,41,FWD,2,2,2,0,0,15,0,0,0,0,2,60,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Jack Stephens,Southampton,41,DEF,0,0,4,2,0,39,0,0,0,0,6,50,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
David Luiz Moreira Marinho,Arsenal,41,DEF,1,0,3,1,1,20,0,0,0,0,0,55,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Isaac Hayden,Newcastle,40,MID,0,0,4,8,0,33,0,0,0,0,0,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Paul Dummett,Newcastle,40,DEF,1,0,3,2,0,20,0,0,0,0,2,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Billy Sharp,Sheffield Utd,39,FWD,3,0,0,1,0,15,0,0,0,0,6,60,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Fabián Balbuena,West Ham,39,DEF,1,0,4,1,1,19,0,0,0,0,0,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Jayden Bogle,Sheffield Utd,39,DEF,2,0,2,2,0,20,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Grady Diangana,West Brom,39,MID,1,0,1,0,0,33,0,0,0,0,0,55,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Ryan Fraser,Newcastle,39,MID,0,4,4,0,1,18,0,0,0,0,0,60,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Scott Dann,Crystal Palace,39,DEF,1,1,2,1,0,24,0,0,0,0,1,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Robin Koch,Leeds,38,DEF,0,0,4,1,0,21,0,0,0,0,2,45,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Aaron Connolly,Brighton,38,FWD,2,1,1,0,0,17,0,0,0,0,2,55,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Mathew Ryan,Arsenal,37,GK,0,0,3,1,0,21,0,0,0,24,0,45,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Dennis Praet,Leicester,37,MID,1,2,3,0,0,11,0,0,0,0,1,55,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Nathan Tella,Southampton,36,MID,1,2,2,2,0,11,0,0,0,0,2,45,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Gabriel Teodoro Martinelli Silva,Arsenal,36,MID,2,1,4,0,0,3,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Calum Chambers,Arsenal,36,DEF,0,3,2,0,0,10,0,0,0,0,3,45,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Edward Nketiah,Arsenal,36,FWD,2,1,1,0,0,6,0,0,0,0,5,60,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Giovani Lo Celso,Spurs,35,MID,1,1,5,5,0,10,0,0,0,0,0,70,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Steven Alzate,Brighton,35,MID,1,0,5,2,0,17,0,0,0,0,3,45,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Tariq Lamptey,Brighton,35,DEF,1,3,2,2,1,15,0,0,0,0,2,45,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Pablo Marí,Arsenal,34,DEF,0,0,4,2,0,8,0,0,0,0,1,45,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Rhian Brewster,Sheffield Utd,34,FWD,0,0,2,1,0,16,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Romaine Sawyers,West Brom,33,MID,0,0,1,2,0,42,1,0,0,0,0,50,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Jack Robinson,Sheffield Utd,32,DEF,0,2,2,3,0,11,0,0,0,0,3,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Dwight Gayle,Newcastle,31,FWD,1,1,0,0,0,9,0,0,0,0,3,60,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Sander Berge,Sheffield Utd,31,MID,1,1,0,4,0,23,0,0,0,0,1,50,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Fabian Schär,Newcastle,30,DEF,1,0,2,4,1,21,0,0,0,0,1,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Bamidele Alli,Spurs,30,MID,0,2,3,0,0,9,0,0,0,0,0,80,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Hal Robson-Kanu,West Brom,30,FWD,2,0,0,2,0,12,0,0,0,0,3,55,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Fraser Forster,Southampton,30,GK,0,0,2,0,0,11,0,0,1,20,0,40,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Andy Carroll,Newcastle,30,FWD,1,1,1,1,0,8,0,0,0,0,3,55,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Ryan Fredericks,West Ham,28,DEF,1,1,1,2,0,9,0,0,0,0,0,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Pablo Hernández Domínguez,Leeds,28,MID,0,3,1,1,0,6,0,0,0,0,0,60,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Erik Lamela,Spurs,28,MID,1,1,1,4,1,17,0,0,0,0,0,60,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Cédric Soares,Arsenal,28,DEF,0,1,2,1,0,11,0,0,0,0,3,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Manuel Lanzini,West Ham,28,MID,1,1,1,1,0,5,0,0,0,0,0,65,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Javier Manquillo,Newcastle,28,DEF,0,0,3,1,0,15,0,0,0,0,0,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Mark Noble,West Ham,27,MID,0,0,0,1,0,15,0,0,0,0,0,50,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Ricardo Domingos Barbosa Pereira,Leicester,27,DEF,0,1,2,3,0,19,0,0,0,0,0,60,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Joe Bryan,Fulham,27,DEF,1,1,0,2,0,17,0,0,0,0,2,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Tom Cairney,Fulham,27,MID,1,1,1,2,0,15,0,0,0,0,2,55,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Luke Thomas,Leicester,26,DEF,1,0,1,2,0,18,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
James McCarthy,Crystal Palace,26,MID,0,0,2,1,0,15,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Kepa Arrizabalaga,Chelsea,26,GK,0,0,2,1,0,8,0,0,0,16,5,50,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
Vitor Ferreira,Wolves,26,MID,0,1,0,0,0,8,0,0,0,0,0,50,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Xherdan Shaqiri,Liverpool,26,MID,0,2,2,2,0,7,0,0,0,0,1,65,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Ben Johnson,West Ham,25,DEF,1,0,1,1,0,10,0,0,0,0,0,40,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Jake Livermore,West Brom,25,MID,0,0,1,2,1,35,1,0,0,0,0,50,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Christian Fuchs,Leicester,24,DEF,0,0,3,4,0,9,0,0,0,0,2,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Alireza Jahanbakhsh,Brighton,24,MID,0,1,1,3,0,9,0,0,0,0,0,55,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Morgan Gibbs-White,Wolves,22,MID,1,0,0,1,0,6,0,0,0,0,3,50,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Bernard Anício Caldeira Duarte,Everton,21,MID,1,0,2,2,0,7,0,0,0,0,1,60,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Alex Oxlade-Chamberlain,Liverpool,21,MID,1,1,0,0,0,6,0,0,0,0,0,65,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Fernando Marçal,Wolves,19,DEF,0,0,1,2,0,9,0,0,0,0,0,50,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Daniel Amartey,Leicester,19,DEF,1,0,0,3,0,12,0,0,0,0,2,40,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Harry Winks,Spurs,19,MID,0,0,1,5,0,16,0,0,0,0,0,55,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
James Tomkins,Crystal Palace,18,DEF,0,0,2,1,0,12,0,0,0,0,2,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Andriy Yarmolenko,West Ham,17,MID,0,1,1,3,0,7,0,0,0,0,0,60,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Jamie Shackleton,Leeds,17,MID,0,0,1,0,0,11,0,0,0,0,0,50,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Jonathan Castro Otto,Wolves,16,DEF,0,0,1,0,0,4,0,0,0,0,1,55,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Naby Keita,Liverpool,15,MID,0,0,2,1,0,8,0,0,0,0,0,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Virgil van Dijk,Liverpool,15,DEF,1,0,1,1,0,11,0,0,0,0,1,65,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Robert Snodgrass,West Brom,14,MID,0,0,0,2,0,14,0,0,0,0,0,60,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Hamza Choudhury,Leicester,14,MID,0,0,2,1,0,2,0,0,0,0,0,50,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Francisco Casilla Cortés,Leeds,14,GK,0,0,1,0,0,2,0,0,0,8,2,45,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Ian Carlo Poveda-Ocampo,Leeds,14,MID,0,0,0,0,0,5,0,0,0,0,0,45,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Mohammed Salisu,Southampton,14,DEF,0,0,0,1,0,19,0,0,0,0,0,45,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Japhet Tanganga,Spurs,14,DEF,0,0,2,2,0,8,0,0,0,0,0,50,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Lys Mousset,Sheffield Utd,13,FWD,0,0,0,0,0,10,0,0,0,0,0,60,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
DeAndre Yedlin,Newcastle,13,DEF,0,0,1,0,0,6,0,0,0,0,0,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Josh Onomah,Fulham,13,MID,0,0,0,1,0,12,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Shane Long,Southampton,12,FWD,0,0,1,0,0,6,0,0,0,0,0,55,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Neco Williams,Liverpool,11,DEF,0,0,1,1,0,1,0,0,0,0,0,40,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Adrián San Miguel del Castillo,Liverpool,11,GK,0,0,1,0,0,9,0,0,0,10,2,45,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Divock Origi,Liverpool,10,FWD,0,0,1,0,0,0,0,0,0,0,0,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Matthew Longstaff,Newcastle,10,MID,0,0,1,0,0,8,0,0,0,0,0,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Joseph Gomez,Liverpool,10,DEF,0,0,0,0,0,14,0,0,0,0,0,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Tim Ream,Fulham,10,DEF,0,0,0,0,0,13,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Darren Randolph,West Ham,10,GK,0,0,1,0,0,3,0,0,0,6,0,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Max Lowe,Sheffield Utd,9,DEF,0,0,0,1,0,10,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Davy Pröpper,Brighton,9,MID,0,0,0,0,0,2,0,0,0,0,0,50,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Billy Gilmour,Chelsea,8,MID,0,0,1,0,0,2,0,0,0,0,0,45,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
Aboubakar Kamara,Fulham,8,MID,0,0,0,1,1,9,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Fabian Delph,Everton,8,MID,0,0,0,1,0,6,0,0,0,0,0,50,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Kamil Grosicki,West Brom,8,MID,0,1,0,0,0,5,0,0,0,0,0,55,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Dale Stephens,Burnley,8,MID,0,0,0,1,0,4,0,0,0,0,0,45,2.0,1060.0,1070.0,1040.0,1090.0,1040.0,1080.0,2020-21
Emerson Palmieri dos Santos,Chelsea,7,DEF,0,0,1,0,0,0,0,0,0,0,0,50,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
Neeskens Kebano,Fulham,6,MID,0,0,0,0,0,3,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Ahmed El-Sayed Hegazy,West Brom,6,DEF,0,0,1,0,0,0,0,0,0,0,0,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Jonjoe Kenny,Everton,5,DEF,0,0,0,0,0,1,0,0,0,0,0,45,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Kieran Gibbs,West Brom,5,DEF,0,0,0,1,1,25,0,0,0,0,0,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Phil Jagielka,Sheffield Utd,5,DEF,0,0,0,1,1,12,1,0,0,0,0,40,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
William Smallbone,Southampton,5,MID,0,0,0,0,0,5,0,0,0,0,0,45,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Charlie Austin,West Brom,5,FWD,0,0,0,0,0,5,0,0,0,0,0,55,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Bernardo Fernandes da Silva Junior,Brighton,5,DEF,0,0,0,0,0,3,0,0,0,0,0,40,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Kyle Edwards,West Brom,5,MID,0,0,0,0,0,3,0,0,0,0,0,50,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Mamadou Sakho,Crystal Palace,4,DEF,0,0,0,0,0,8,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
John Ruddy,Wolves,4,GK,0,0,0,0,0,1,0,0,0,3,0,45,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Michael Obafemi,Southampton,4,FWD,0,0,0,0,0,2,0,0,0,0,0,50,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Cenk Tosun,Everton,4,FWD,0,0,0,1,0,3,0,0,0,0,0,60,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Shkodran Mustafi,Arsenal,3,DEF,0,0,0,0,0,1,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Jack O'Connell,Sheffield Utd,3,DEF,0,0,0,0,0,3,0,0,0,0,0,50,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Yan Valery,Southampton,3,DEF,0,0,0,0,0,4,0,0,0,0,0,50,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Anthony Gordon,Everton,3,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Wes Morgan,Leicester,3,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Sam Field,West Brom,3,MID,0,0,0,0,0,2,0,0,0,0,0,50,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Rekeem Harper,West Brom,2,MID,0,0,0,0,0,2,0,0,0,0,0,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Leif Davis,Leeds,2,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
David Button,West Brom,2,GK,0,0,0,0,0,2,0,0,0,4,0,40,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Konstantinos Tsimikas,Liverpool,2,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Reiss Nelson,Arsenal,2,MID,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Marek Rodák,Fulham,2,GK,0,0,0,0,0,5,0,0,0,4,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Sead Kolasinac,Arsenal,2,DEF,0,0,0,0,0,1,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Moise Kean,Everton,2,FWD,0,0,0,0,0,0,0,0,0,0,0,60,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
João Virgínia,Everton,2,GK,0,0,0,0,0,0,0,0,0,3,0,45,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Felipe Anderson Pereira Gomes,West Ham,2,MID,0,0,0,0,0,0,0,0,0,0,0,65,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Oskar Buur,Wolves,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Martin Kelly,Crystal Palace,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Jake Vokins,Southampton,1,DEF,0,0,0,0,0,2,0,0,0,0,0,40,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Demarai Gray,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Denis Odoi,Fulham,1,DEF,0,0,0,1,0,10,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Maxime Le Marchand,Fulham,1,DEF,0,0,0,2,0,1,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Jean-Philippe Gbamin,Everton,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Rúben Gonçalo Silva Nascimento Vinagre,Wolves,1,DEF,0,0,0,0,0,7,0,0,0,0,0,45,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Willy Caballero,Chelsea,1,GK,0,0,0,0,0,3,0,0,0,0,0,50,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
José Izquierdo,Brighton,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Sokratis Papastathopoulos,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Stefan Johansen,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Léo Bonatini,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Sofiane Boufal,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Anthony Knockaert,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Harry Wilson,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
